상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
19976123,도미노피자,명동점,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11140,중구,1114060500,을지로동,1114015900,초동,1.11402E+18,1,대지,18,5,서울특별시 중구 초동 18-5,1.11403E+11,서울특별시 중구 마른내로,47,,1.11402E+24,명보극장,서울특별시 중구 마른내로 47,100300,4549,,1,,126.9931958,37.56469971
19980719,명동칼국수,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114011300,북창동,1.11401E+18,1,대지,77,2,서울특별시 중구 북창동 77-2,1.11404E+11,서울특별시 중구 남대문로1길,26,11,1.11401E+24,,서울특별시 중구 남대문로1길 26-11,100080,4526,,,,126.9779583,37.56233419
19973378,뽀끼마루,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114054000,회현동,1114011200,남창동,1.11401E+18,1,대지,205,104,서울특별시 중구 남창동 205-104,1.11404E+11,서울특별시 중구 퇴계로4길,2,,1.11401E+24,,서울특별시 중구 퇴계로4길 2,100806,4635,,1,,126.9773582,37.55738227
19978228,빵고을과자점,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11140,중구,1114064500,청구동,1114016200,신당동,1.11402E+18,1,대지,326,1,서울특별시 중구 신당동 326-1,1.11404E+11,서울특별시 중구 다산로28길,60,,1.11402E+24,,서울특별시 중구 다산로28길 60,100450,4589,,1,2,127.0163567,37.5585516
19986022,로댕,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11140,중구,1114052000,소공동,1114011400,태평로2가,1.11401E+18,1,대지,150,,서울특별시 중구 태평로2가 150,1.11402E+11,서울특별시 중구 세종대로,55,,1.11401E+24,삼성생명빌딩,서울특별시 중구 세종대로 55,100716,4513,,,,126.9749573,37.56161437
19976070,필링스,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114016600,서소문동,1.11402E+18,1,대지,90,4,서울특별시 중구 서소문동 90-4,1.11403E+11,서울특별시 중구 서소문로,126,1,1.11402E+24,삼성빌딩,서울특별시 중구 서소문로 126-1,100814,4514,,,,126.9752957,37.56335632
20473238,유스피자,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,251,156,서울특별시 중구 신당동 251-156,1.11404E+11,서울특별시 중구 퇴계로73길,43,,1.11402E+24,,서울특별시 중구 퇴계로73길 43,100889,4566,,,203,127.0137315,37.56708962
20483311,그랑프리,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11140,중구,1114065000,신당5동,1114016200,신당동,1.11402E+18,1,대지,133,29,서울특별시 중구 신당동 133-29,1.11404E+11,서울특별시 중구 퇴계로86길,48,,1.11402E+24,,서울특별시 중구 퇴계로86길 48,100819,4585,,1,,127.0193361,37.56353213
19978616,하나센,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114011400,태평로2가,1.11401E+18,1,대지,69,15,서울특별시 중구 태평로2가 69-15,1.11402E+11,서울특별시 중구 세종대로,70,,1.11401E+24,덕제빌딩,서울특별시 중구 세종대로 70,100864,4526,,1,,126.9766227,37.56233163
19984052,피자디포우,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,200,5,서울특별시 중구 신당동 200-5,1.11404E+11,서울특별시 중구 을지로45길,62,,1.11402E+24,누죤빌딩,서울특별시 중구 을지로45길 62,100822,4566,,7,142,127.0129864,37.56693922
20475338,버거윈하우스,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114052000,소공동,1114016700,정동,1.11402E+18,1,대지,22,,서울특별시 중구 정동 22,1.11404E+11,서울특별시 중구 정동길,3,,1.11402E+24,경향신문사건물,서울특별시 중구 정동길 3,100702,4518,,1,,126.9699548,37.56816645
19977407,일미분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114058000,장충동,1114014400,장충동2가,1.11401E+18,1,대지,193,240,서울특별시 중구 장충동2가 193-240,1.11404E+11,서울특별시 중구 동호로25길,5,,1.11401E+24,,서울특별시 중구 동호로25길 5,100856,4618,,1,,127.0025434,37.55891326
20288433,이삭토스트,맥스타일점,Q,음식,Q07,패스트푸드,Q07A10,토스트전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,773,,서울특별시 중구 신당동 773,1.11403E+11,서울특별시 중구 마장로,3,,1.11402E+24,맥스타일,서울특별시 중구 마장로 3,100837,4567,,1,,127.0105405,37.56871183
19986753,김이랑,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114016600,서소문동,1.11402E+18,1,대지,135,,서울특별시 중구 서소문동 135,1.11404E+11,서울특별시 중구 세종대로9길,41,,1.11402E+24,퍼시픽타워,서울특별시 중구 세종대로9길 41,100737,4513,,1,116,126.9729802,37.5613449
20476341,소라분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114010200,다동,1.11401E+18,1,대지,50,,서울특별시 중구 다동 50,1.11404E+11,서울특별시 중구 다동길,17,,1.11401E+24,한수빌딩,서울특별시 중구 다동길 17,100180,4521,,2,,126.9802936,37.56788678
19979439,야후분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114064500,청구동,1114016200,신당동,1.11402E+18,1,대지,315,1,서울특별시 중구 신당동 315-1,1.11404E+11,서울특별시 중구 다산로28길,49,,1.11402E+24,,서울특별시 중구 다산로28길 49,100450,4589,,,,127.016013,37.5588641
19973170,영동분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114011000,수표동,1.11401E+18,1,대지,11,3,서울특별시 중구 수표동 11-3,1.11404E+11,서울특별시 중구 을지로11길,29,,1.11401E+24,,서울특별시 중구 을지로11길 29,100230,4543,,1,,126.9907103,37.56769698
22270331,대원분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114054000,회현동,1114011200,남창동,1.11401E+18,1,대지,50,46,서울특별시 중구 남창동 50-46,1.11404E+11,서울특별시 중구 남대문시장4길,28,8,1.11401E+24,,서울특별시 중구 남대문시장4길 28-8,100804,4528,,1,,126.9767927,37.55900826
23206104,소프트비,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114012700,명동2가,1.11406E+18,1,대지,55,4,서울특별시 중구 명동2가 55-4,1.11404E+11,서울특별시 중구 명동4길,32,,1.11401E+24,,서울특별시 중구 명동4길 32,100810,4536,,1,,126.9838678,37.56225906
26090202,대복,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114059000,광희동,1114013300,충무로5가,1.11401E+18,1,대지,20,13,서울특별시 중구 충무로5가 20-13,1.11403E+11,서울특별시 중구 퇴계로,253,7,1.11401E+24,,서울특별시 중구 퇴계로 253-7,100015,4559,,1,,126.9997725,37.56298956
23037130,헐크에그머니,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114057000,필동,1114014200,예장동,1.11401E+18,1,대지,8,35,서울특별시 중구 예장동 8-35,1.11403E+11,서울특별시 중구 소파로,142,,1.11401E+24,,서울특별시 중구 소파로 142,100250,4628,,1,,126.9882188,37.55941309
26000623,BKR버거킹시청역점,시청역점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114052000,소공동,1114011400,태평로2가,1.11401E+18,1,대지,330,2,서울특별시 중구 태평로2가 330-2,1.11403E+11,서울특별시 중구 서소문로,136,,1.11401E+24,,서울특별시 중구 서소문로 136,100865,4514,,1,,126.9760289,37.56354289
20484893,다정,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114014200,예장동,1.11401E+18,1,대지,8,8,서울특별시 중구 예장동 8-8,1.11404E+11,서울특별시 중구 퇴계로20나길,17,,1.11401E+24,,서울특별시 중구 퇴계로20나길 17,100250,4630,,1,,126.9855286,37.55831776
20483764,도토리,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114054000,회현동,1114011800,남대문로5가,1.11401E+18,1,대지,120,,서울특별시 중구 남대문로5가 120,1.11403E+11,서울특별시 중구 소월로,10,,1.11401E+24,단암빌딩,서울특별시 중구 소월로 10,100704,4527,,1,,126.9753958,37.5585276
19978123,안젤로,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114063500,약수동,1114016200,신당동,1.11402E+18,1,대지,844,,서울특별시 중구 신당동 844,1.11403E+11,서울특별시 중구 다산로,32,,1.11402E+24,남산타운아파트,서울특별시 중구 다산로 32,100754,4595,2,2,202,127.0056418,37.54720778
20478491,동신스낵,,Q,음식,Q04,분식,Q04A05,스낵,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114060500,을지로동,1114015200,주교동,1.11402E+18,1,대지,26,,서울특별시 중구 주교동 26,1.11403E+11,서울특별시 중구 청계천로,206,1,1.11402E+24,기업은행,서울특별시 중구 청계천로 206-1,100330,4546,,1,,127.000563,37.56906028
23221006,햇님분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114063500,약수동,1114016200,신당동,1.11402E+18,1,대지,367,22,서울특별시 중구 신당동 367-22,1.11404E+11,서울특별시 중구 다산로8길,17,,1.11402E+24,,서울특별시 중구 다산로8길 17,100450,4597,,,,127.010501,37.55287113
25293280,홍두깨칼국수,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114067000,황학동,1114016500,황학동,1.11402E+18,1,대지,380,,서울특별시 중구 황학동 380,1.11404E+11,서울특별시 중구 퇴계로85길,11,,1.11402E+24,,서울특별시 중구 퇴계로85길 11,100869,4576,,1,,127.0195037,37.56629072
23316896,달인겉절이칼국수·보쌈,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114010500,을지로2가,1.11401E+18,1,대지,203,,서울특별시 중구 을지로2가 203,1.11403E+11,서울특별시 중구 을지로,100,,1.11401E+24,파인에비뉴,서울특별시 중구 을지로 100,100192,4551,,,,126.9881233,37.56563848
26129845,르폴,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114016700,정동,1.11402E+18,1,대지,1,28,서울특별시 중구 정동 1-28,1.11404E+11,서울특별시 중구 정동길,33,,1.11402E+24,신아일보,서울특별시 중구 정동길 33,100120,4518,,1,101,126.9721546,37.56623938
26354773,이칼국수,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114016600,서소문동,1.11405E+18,1,대지,47,2,서울특별시 중구 서소문동 47-2,1.11403E+11,서울특별시 중구 서소문로,115,,1.11402E+24,한산빌딩,서울특별시 중구 서소문로 115,100813,4515,,,106,126.9736198,37.56340484
20478952,동감,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114016800,순화동,1.11402E+18,1,대지,151,,서울특별시 중구 순화동 151,1.11403E+11,서울특별시 중구 칠패로,27,,1.11402E+24,순화동THE#주상복합,서울특별시 중구 칠패로 27,100130,4511,,1,108,126.9720218,37.56025531
8616690,신전떡볶이동대문신당점,동대문신당점,Q,음식,Q04,분식,Q04A03,떡볶이전문,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,239,29,서울특별시 중구 신당동 239-29,1.11404E+11,서울특별시 중구 다산로35길,33,,1.11402E+24,,서울특별시 중구 다산로35길 33,100823,4611,,1,,127.0139284,37.56417188
26499118,행복한칼국수,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114064500,청구동,1114016200,신당동,1.11402E+18,1,대지,341,18,서울특별시 중구 신당동 341-18,1.11404E+11,서울특별시 중구 다산로18길,21,,1.11402E+24,,서울특별시 중구 다산로18길 21,100450,4591,,1,,127.0131548,37.55674081
26030743,고향칼국수,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114011000,수표동,1.11401E+18,1,대지,56,17,서울특별시 중구 수표동 56-17,1.11404E+11,서울특별시 중구 을지로9길,34,,1.11401E+24,의성빌딩,서울특별시 중구 을지로9길 34,100230,4542,,1,,126.9891338,37.5670888
26025759,경화당,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11140,중구,1114063500,약수동,1114016200,신당동,1.11402E+18,1,대지,366,445,서울특별시 중구 신당동 366-445,1.11404E+11,서울특별시 중구 동호로7길,42,,1.11402E+24,,서울특별시 중구 동호로7길 42,100450,4597,,1,,127.010559,37.5519075
8605574,버거킹,명동본점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114012600,명동1가,1.11406E+18,1,대지,54,12,서울특별시 중구 명동1가 54-12,1.11404E+11,서울특별시 중구 명동길,27,,1.11401E+24,,서울특별시 중구 명동길 27,100021,4534,,,,126.9838015,37.56380828
25379186,부어치킨,명동점,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11140,중구,1114055000,명동,1114012900,남산동2가,1.11401E+18,1,대지,16,3,서울특별시 중구 남산동2가 16-3,1.11404E+11,서울특별시 중구 퇴계로20길,25,,1.11401E+24,,서울특별시 중구 퇴계로20길 25,100042,4629,,1,,126.9859939,37.55906061
8726521,삼돌이화덕피자,,Q,음식,Q07,패스트푸드,Q07A01,피자전문,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",11,서울특별시,11140,중구,1114055000,명동,1114012700,명동2가,1.11406E+18,1,대지,55,4,서울특별시 중구 명동2가 55-4,1.11404E+11,서울특별시 중구 명동4길,32,,1.11401E+24,,서울특별시 중구 명동4길 32,100810,4536,,3,,126.9838678,37.56225906
25999617,BKR버거킹,명동본점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114012600,명동1가,1.11406E+18,1,대지,54,12,서울특별시 중구 명동1가 54-12,1.11404E+11,서울특별시 중구 명동길,27,,1.11401E+24,,서울특별시 중구 명동길 27,100021,4534,,,,126.9838015,37.56380828
26448737,퀴즈노즈,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114012200,회현동2가,1.11401E+18,1,대지,87,,서울특별시 중구 회현동2가 87,1.11403E+11,서울특별시 중구 소공로,46,,1.11401E+24,쌍용남산플래티넘,서울특별시 중구 소공로 46,100052,4631,,1,,126.9832636,37.55924437
25998794,59피자,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114061500,신당동,1114016200,신당동,1.11402E+18,1,대지,228,23,서울특별시 중구 신당동 228-23,1.11403E+11,서울특별시 중구 청구로,140,1,1.11402E+24,,서울특별시 중구 청구로 140-1,100888,4613,,1,,127.0103625,37.56419611
26152769,명동칼국수,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114059000,광희동,1114013300,충무로5가,1.11406E+18,1,대지,22,2,서울특별시 중구 충무로5가 22-2,1.11404E+11,서울특별시 중구 마른내로12길,7,16,1.11401E+24,문경빌딩,서울특별시 중구 마른내로12길 7-16,100015,4559,,,,127.0013329,37.56395788
26423522,카페옆분식집,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114010500,을지로2가,1.11406E+18,1,대지,199,21,서울특별시 중구 을지로2가 199-21,1.11403E+11,서울특별시 중구 을지로,54,,1.11401E+24,현대자동차을지로점,서울특별시 중구 을지로 54,100845,4534,,,,126.983672,37.56584352
8753149,둘리분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114062500,다산동,1114016200,신당동,1.11402E+18,1,대지,363,10,서울특별시 중구 신당동 363-10,1.11404E+11,서울특별시 중구 동호로11길,43,,1.11402E+24,,서울특별시 중구 동호로11길 43,100450,4599,,2,,127.0090463,37.55332747
26104857,독일분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114010500,을지로2가,1.11401E+18,1,대지,197,,서울특별시 중구 을지로2가 197,1.11403E+11,서울특별시 중구 을지로,54,1,1.11401E+24,천일한의원,서울특별시 중구 을지로 54-1,100845,4534,,,,126.9838184,37.56589884
8620043,신흥분식,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114054000,회현동,1114011200,남창동,1.11401E+18,1,대지,44,1,서울특별시 중구 남창동 44-1,1.11404E+11,서울특별시 중구 남대문시장8길,13,,1.11401E+24,,서울특별시 중구 남대문시장8길 13,100804,4529,,,,126.9786259,37.5598621
26477251,피자마루,,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114068000,중림동,1114017100,중림동,1.11402E+18,1,대지,441,,서울특별시 중구 중림동 441,1.11403E+11,서울특별시 중구 청파로,463,,1.11402E+24,한국경제신문사빌딩,서울특별시 중구 청파로 463,100791,4505,,10,,126.9670923,37.55986088
26264853,스카이,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114060500,을지로동,1114015200,주교동,1.11402E+18,1,대지,135,5,서울특별시 중구 주교동 135-5,1.11403E+11,서울특별시 중구 청계천로,180,2,1.11402E+24,동남빌딩,서울특별시 중구 청계천로 180-2,100330,4545,,2,,126.997718,37.56848652
26273927,신흥떡집,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11140,중구,1114062500,다산동,1114016200,신당동,1.11406E+18,1,대지,353,11,서울특별시 중구 신당동 353-11,1.11404E+11,서울특별시 중구 동호로11길,64,,1.11402E+24,,서울특별시 중구 동호로11길 64,100450,4599,,,,127.0081839,37.55264445
8727999,고려당분점,분점,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11140,중구,1114064500,청구동,1114016200,신당동,1.11402E+18,1,대지,310,1,서울특별시 중구 신당동 310-1,1.11404E+11,서울특별시 중구 다산로28가길,2,,1.11402E+24,,서울특별시 중구 다산로28가길 2,100450,4589,,1,,127.0141133,37.55958711
25237948,낭만김밥,명동본점,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114012600,명동1가,1.11401E+18,1,대지,45,1,서울특별시 중구 명동1가 45-1,1.11404E+11,서울특별시 중구 명동7길,18,,1.11401E+24,,서울특별시 중구 명동7길 18,100021,4534,,1,,126.9844255,37.56453448
26435911,충무칼국수,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114060500,을지로동,1114016100,저동2가,1.11402E+18,1,대지,2,5,서울특별시 중구 저동2가 2-5,1.11403E+11,서울특별시 중구 수표로,46,,1.11402E+24,,서울특별시 중구 수표로 46,100032,4550,,1,,126.9900424,37.56518637
26430867,충무칼국수,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114059000,광희동,1114013200,충무로4가,1.11401E+18,1,대지,48,1,서울특별시 중구 충무로4가 48-1,1.11404E+11,서울특별시 중구 창경궁로1길,8,,1.11401E+24,,서울특별시 중구 창경궁로1길 8,100863,4558,,,,126.99735,37.56300506
8859707,명동칼국수,,Q,음식,Q04,분식,Q04A02,국수/만두/칼국수,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114016800,순화동,1.11402E+18,1,대지,1,5,서울특별시 중구 순화동 1-5,1.11404E+11,서울특별시 중구 통일로4길,16,,1.11402E+24,,서울특별시 중구 통일로4길 16,100130,4516,,3,,126.9689462,37.56413901
8795038,남산떡집,,Q,음식,Q08,제과제빵떡케익,Q08A01,제과점,I56191,제과점업,11,서울특별시,11140,중구,1114062500,다산동,1114016200,신당동,1.11406E+18,1,대지,432,716,서울특별시 중구 신당동 432-716,1.11403E+11,서울특별시 중구 다산로,61,1,1.11402E+24,,서울특별시 중구 다산로 61-1,100450,4600,,,,127.0073116,37.55015023
26160648,목우촌웰빙마을,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114063500,약수동,1114016200,신당동,1.11402E+18,1,대지,844,,서울특별시 중구 신당동 844,1.11403E+11,서울특별시 중구 다산로,32,,1.11402E+24,남산타운아파트,서울특별시 중구 다산로 32,100754,4595,,,,127.0056418,37.54720778
25999688,BKR버거킹,황학이마트점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114067000,황학동,1114016500,황학동,1.11402E+18,1,대지,2545,,서울특별시 중구 황학동 2545,1.11403E+11,서울특별시 중구 청계천로,400,,1.11402E+24,롯데캐슬베네치아,서울특별시 중구 청계천로 400,100899,4572,,1,,127.0214482,37.57080306
26208136,비알코리아던킨도너츠서울,,Q,음식,Q07,패스트푸드,Q07A06,도너츠전문,I56191,제과점업,11,서울특별시,11140,중구,1114054000,회현동,1114011800,남대문로5가,1.11401E+18,1,대지,541,,서울특별시 중구 남대문로5가 541,1.11402E+11,서울특별시 중구 한강대로,416,,1.11401E+24,서울스퀘어,서울특별시 중구 한강대로 416,100714,4637,하,1,3,126.9737396,37.55549473
26201985,비아코리아,명동점,Q,음식,Q07,패스트푸드,Q07A04,패스트푸드,I56199,그외 기타 음식점업,11,서울특별시,11140,중구,1114055000,명동,1114012700,명동2가,1.11406E+18,1,대지,52,1,서울특별시 중구 명동2가 52-1,1.11404E+11,서울특별시 중구 명동8길,24,,1.11401E+24,,서울특별시 중구 명동8길 24,100810,4536,,,,126.9846327,37.56261704
26207514,브라운호프,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114057000,필동,1114013600,묵정동,1.11406E+18,1,대지,32,3,서울특별시 중구 묵정동 32-3,1.11403E+11,서울특별시 중구 퇴계로,252,2,1.11401E+24,,서울특별시 중구 퇴계로 252-2,100380,4619,,,,126.999838,37.56232335
26065841,남대문바지락칼국수,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114054000,회현동,1114011200,남창동,1.11401E+18,1,대지,206,2,서울특별시 중구 남창동 206-2,1.11404E+11,서울특별시 중구 퇴계로2길,13,2,1.11401E+24,,서울특별시 중구 퇴계로2길 13-2,100806,4635,,1,,126.9774208,37.5569413
26203181,비첸향,,Q,음식,Q04,분식,Q04A05,스낵,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114055000,명동,1114012700,명동2가,1.11401E+18,1,대지,2,12,서울특별시 중구 명동2가 2-12,1.11404E+11,서울특별시 중구 명동10길,1,,1.11401E+24,,서울특별시 중구 명동10길 1,100809,4537,,1,,126.9852632,37.56369471
26115579,둘리식당,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114062500,다산동,1114016200,신당동,1.11402E+18,1,대지,364,5,서울특별시 중구 신당동 364-5,1.11404E+11,서울특별시 중구 동호로11길,45,,1.11402E+24,,서울특별시 중구 동호로11길 45,100450,4599,,1,101,127.008912,37.55320921
26255006,수석김밥,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114066500,동화동,1114016200,신당동,1.11402E+18,1,대지,44,7,서울특별시 중구 신당동 44-7,1.11404E+11,서울특별시 중구 다산로36길,89,,1.11402E+24,,서울특별시 중구 다산로36길 89,100815,4584,,1,,127.0192642,37.56037787
26109179,동방사회복지회,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114052000,소공동,1114016700,정동,1.11402E+18,1,대지,1,17,서울특별시 중구 정동 1-17,1.11404E+11,서울특별시 중구 세종대로21길,39,,1.11402E+24,사랑의열매회관,서울특별시 중구 세종대로21길 39,100120,4519,,1,,126.975339,37.56845659
26345729,원명동칼국수,,Q,음식,Q04,분식,Q04A01,라면김밥분식,I56194,분식 및 김밥 전문점,11,서울특별시,11140,중구,1114054000,회현동,1114011800,남대문로5가,1.11405E+18,1,대지,63,17,서울특별시 중구 남대문로5가 63-17,1.11404E+11,서울특별시 중구 세종대로1길,3,,1.11401E+24,,서울특별시 중구 세종대로1길 3,100800,4512,,1,,126.9728442,37.55806392
26296571,약수낙원떡집,,Q,음식,Q08,제과제빵떡케익,Q08A03,떡전문,I56191,제과점업,11,서울특별시,11140,중구,1114064500,청구동,1114016200,신당동,1.11402E+18,1,대지,843,,서울특별시 중구 신당동 843,1.11404E+11,서울특별시 중구 청구로1길,23,,1.11402E+24,삼성아파트,서울특별시 중구 청구로1길 23,100763,4588,3,1,,127.0177816,37.55777955
